Name,GameGrin,Wired UK,Vgames,CD-Action,PLAY! Zine,Nintendo Force Magazine,App Trigger,RPGamer,LEVEL (Czech Republic),Vooks,Post Arcade (National Post),GameOver.gr,GameSpew,Games.cz,GRYOnline.pl,Universo Nintendo,Impulsegamer,GameCritics,Nintendo Enthusiast,Twinfinite,TrueGaming,ZTGD,Areajugones,Critical Hit,Pocket Gamer UK,Digitally Downloaded,New York Daily News,M3,The Sydney Morning Herald,Let's Play Video Games,Digital Spy,Cubed3,Atomix,Forbes,DualShockers,Yahoo!,Cheat Code Central,The Daily Dot,Trusted Reviews,GamesBeat,COGconnected,The Digital Fix,Telegraph,IBTimes UK,Digital Chumps,SpazioGames,Meristation,Game Revolution,USgamer,Game Rant,GamingTrend,Giant Bomb,Guardian,Game Informer,Polygon,GamesRadar+,RPG Site,Nintendo Life,3DJuegos,FNintendo,Gamer.nl,GameSpot,God is a Geek,IGN,Metro GameCentral,Stevivor,Time,Attack of the Fanboy,Destructoid,Edge Magazine,GameCrate,LevelUp,Wccftech,XGN,The Games Machine,IGN Spain,Hobby Consolas,Multiplayer.it,Games Master UK,Switch Player,RPG Fan,IGN Italia,NintendoWorldReport,NZGamer,JeuxActu,EGM,CGMagazine,Vandal,GamePro Germany,Game World Navigator Magazine,InsideGamer.nl,4Players.de,games(TM),DarkStation,Hardcore Gamer,Arcade Sushi,Washington Post,VideoGamer,Everyeye.it,Shacknews,Gameblog.fr,Easy Allies,TheSixthAxis,We Got This Covered,Eurogamer Italy,New Game Network,The Jimquisition,Gamer.no,Slant Magazine,Ars Technica,Eurogamer,Glixel,Kotaku,Mashable,The Verge,Vice,Wired,IGN Japan,FANDOM,Gameplanet,DarkZero,Gaming Age,GameSpace,AusGamers,Game Over Online,Power Unlimited,Merlin'in Kazanı (Turkey),Riot Pixels,Video Chums,Metro Montreal,Toronto Sun,Worth Playing,Digital Trends,CNET,The A.V. Club,Tired Old Hack,VG247,PC Games,SECTOR.sk,Nintenduo,Shindig,But Why Tho?,Noisy Pixel,The Mako Reactor,Pure Nintendo,Nintendojo,Gamezebo,Nintendo Insider,NME,TouchArcade,Nintenderos,Starbit,Pocket Tactics,Movies Games and Tech,VGC,Comicbook.com,GGRecon,PCMag,Dexerto,Eurogamer Germany,Gamereactor Finland,Gamereactor Spain,Screen Rant,GAMINGbible,Checkpoint Gaming,INVEN,Press Start Australia,Siliconera,TierraGamer,My Nintendo News,GameSkinny,GAMES.CH,Gamereactor UK,GamingBolt,IGN Adria,Jeuxvideo.com,TheGamer,WellPlayed,Gfinity,Player 2,Ninty Fresh Magazine,BaziCenter,Hey Poor Player,GameMAG,Daily Star,Cultured Vultures,Finger Guns,The Escapist,Gamersky,PlayGround.ru,Variety,The Indie Game Website,Gaming Nexus,Malditos Nerds,Carole Quintaine,MGG,MMORPG.com,British GQ,KeenGamer,Tech-Gaming,IGN Portugal,iMore,MGG Spain,Het Nieuwsblad,Launcher (The Washington Post),GameByte,IGN France,Softpedia,GamesHub,The Enemy,Oyungezer,Gamepressure,The Independent,GamersRD,Inverse,PlaySense,The Loadout,Gamers Heroes,IndieWire,Gamer Escape,NPR,Quarter to Three,Gamers' Temple,The So Videogames Podcast,T3,IGN Brasil,Buried Treasure,Gamereactor Sweden,Gamereactor Norway,Gamereactor Denmark,Eurogamer Poland,Strategy Gamer,UploadVR
the-swords-of-ditto-mormos-curse,,,,,,70.0,,70.0,,,,,,,,,70.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,70,80,,,,,,70,,,,,,,,,,,,,,,,,,90,,,,,80,,,,,,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digimon-story-cyber-sleuth-complete-edition,,,,,,85.0,,70.0,,,,,,,,,,50.0,,,,,,,,70.0,,,,,,,,,,,,,,,85.0,,,,,,,60.0,,80.0,,,,,,,90.0,80,,,,,,,,,,80.0,,,,,,,,,,,,70.0,80,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,80.0,,,,,,,,,,,,,50.0,58.0,,90,,,90,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wulverblade,,,,,,,,,,80,,,,80.0,,,,,85.0,,,80.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,65,,,,,,,,,,,80,75,70.0,,,,,,,,,,,,,,,,78.0,,,,80.0,,,90,,,,,,,,,,,,,,,,70,,,,70,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,...,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ys-ix-monstrum-nox,,,,,80.0,90.0,,,,,,,,,,70.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,72,,,,,,80,,80,,,,,73,,,,,,,70.0,,,,70,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,80.0,,,,,75.0,75.0,,,,,,75,60.0,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
darius-cozmic-collection-arcade,90.0,,,,,,,,,,,,,,,,,45.0,70.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,...,,,70,,,,,,,70,,,,,,,,,,,,,,,80.0,,,80,,,,,70,,,,80,,,,,,,,,,,,,,,,,,,...,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
langrisser-i-ii,,,,,,85.0,,,,,,,,,,,,,,,,,,,,80.0,,,,,,80.0,,,80,,,,,,,,,,,72,,,,,,,,,,,70.0,70,,50.0,,,,,,,,,,,,,,,,,,,,,82,,70,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,90.0,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,
grim-guardians-demon-purge,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,80,,,,,,,,,,,,,,,70,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,70.0,,,70,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-jackbox-party-pack-7,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,80,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,60,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-hat-in-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,80,,70.0,,,,,,,,,,,,,,,,,,,,80.0,,,70,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnesia-collection,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,80,,70.0,,,,,80,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lego-marvel-super-heroes-2,,,,,,75.0,,,,,,,,,,,,,80.0,,,,,,,,,,75.0,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,70.0,,,75,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temtem,,,,,,,60.0,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,82,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,80,,,,,,,,,,,,70.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,
floor-kids,,,,,,,,,,100,,,90.0,,,,80.0,,,,,,,,,,,,,,,50.0,,,65,,,,,,87.0,,,,,,,,,,,,,60,,,,90,,70.0,,,,,80,,,,75,,,,,,,,,,,,,,85,,,,,,,,,,60.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shin-megami-tensei-iii-nocturne-hd-remaster,,,,75.0,,,,,,80,,60.0,,70.0,,,75.0,75.0,75.0,80,,,,,,100.0,,,,,,90.0,80.0,,,,,,,,90.0,,,,,,,,,,,,,,,,,70,,,,,85,,60,,,,,,,72.0,,,80,,,,,,,,80,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,,80.0,,,,90,,,90,,60,,,,,,,,,,80,,60.0,,,80.0,,,80.0,,,,,75.0,,,,,60,,,,,,,,,,,,,,,,,,,,,60.0,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,
trigger-witch,,,,,,,,,,90,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,70.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smelter,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,80.0,,80.0,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
superliminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,80,80,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,60.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unruly-heroes,,,,,80.0,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,80,,,,,,,40.0,,,,,,88.0,,,,,,,,,,,,,,,,,,,90.0,,,,85,,80.0,,70,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,75.0,,,90,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mary-skelter-2,,,,,,,,70.0,,,,,,,,80.0,,,,,,,,,,90.0,,,,,,90.0,,,,,,,,,,,,,,77,,,,,,,,,,,80.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,72,,,70.0,,,,,,,,50,,,,,,,,,,,,,,,,,,,67.0,85.0,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sam-max-save-the-world-remastered,80.0,,,,,80.0,,,,70,,,,,,90.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,95.0,,,,,,,80,,,,70,,,,,,,,,,,,,,,,,,60.0,,,65,,,,,,,,,,,60.0,,,,,,,,,70,,70,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,80.0,,,,70.0,,70.0,80,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steamworld-dig-a-fistful-of-dirt,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,80,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,72.0,,,73.0,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowrunner,,,,,,,,,,80,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,72,,,,,,,80,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silence,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,81,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,71.0,,,,,,,,,,,,,70.0,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dragon-ball-xenoverse-2,,,75.0,,,80.0,,,,80,,,,,,,66.0,,,,,,,,,60.0,,,,,,80.0,,,,,,,70,,,,,,,,75,,,,80.0,,,,,,,80,,80.0,,,80,,,,,,,,,,,75.0,75,80.0,78,75,,76.0,,70.0,90,,,,70.0,75,72.0,,,,,,60.0,,,,70,,70.0,,,,70,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,69.0,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,
cursed-to-golf,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,80.0,80,80.0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mario-kart-live-home-circuit,,,75.0,,,95.0,,,,...,65.0,,,90.0,,,88.0,,,70,,,85,80.0,70.0,,,60.0,,,,80.0,,80.0,,,80.0,,,,70.0,,,,,,,,,,,,,75,...,90.0,,80,,,...,70,80,70,70,...,,70.0,...,,,,70,75.0,,,...,...,,,,,70,,,,,...,,77.0,,77,,,,,,,...,80,60.0,,80,,,,,,,,...,,...,,...,,,,,,,,,,,,,,75.0,,,,60.0,...,,,,,,,90.0,,,,,,,70,,,70,,80,,80,80,,80.0,,,,,60,...,,,...,70.0,,,,,,,,80.0,,,,83.0,,,,,80,,,,,,,,,,,80.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
pokemon-sword-shield-the-crown-tundra,,,,,,85.0,,,,,,,,,,,82.0,,85.0,80,,,,,,,,,,,,70.0,,,,,,,,,,70,,,,,80,,,,,,,,,,,70,,,,,,80,60,,,80.0,75,,,,70,,,,65,82,,,...,80.0,,,,,,,79.0,,,77,,,,,,,78,,,,,,,,,,,,...,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,85,,70,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,75,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sparklite,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,80,80,80.0,,60,80,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,70,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mario-tennis-aces,,,,80.0,,65.0,,,80.0,80,80.0,80.0,80.0,,,80.0,76.0,,75.0,80,70.0,80.0,75,80.0,70.0,,,,80.0,,,60.0,82.0,,80,,,,80,...,86.0,70,,,,80,...,80.0,60,70.0,65.0,,,80,...,80.0,,80,85,80.0,75,70,70,75,70,70,,,70,60.0,70,,80,90.0,91,75.0,92,84,79.0,70.0,,80.0,75,,75.0,,60.0,80,85.0,77.0,80.0,78,50.0,,80.0,,80.0,70,80,90,80.0,75.0,70,80.0,70,73.0,,80.0,40.0,...,...,,,,,...,,,70.0,,,83.0,,81.0,,78.0,,74.0,78.0,,,,70.0,,,...,,,,,,,,,,,,80,,,78,,,,,,,,,,,,,,,,80,,,80,,,,,,75.0,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lego-dc-super-villains,,,,,,80.0,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,80.0,,,,78,,,,,,,,,,,,,,,,,,,75,,,75,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samurai-shodown,,,,75.0,,80.0,,,,,,,60.0,,,,76.0,,80.0,,,,,,,,,,,,,70.0,,80.0,,,,,,,,70,,,,,60,,,,70.0,,,,,,,80,,,,,80,82,80,,,90.0,,,,,,70.0,,,78,,,60.0,,,,,,,,75,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,80,,,,,,,,,,,,60,,,,,,,,80.0,,,,,80.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock-of-ages-2-bigger-boulder,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,70.0,,,,,,,75,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,70,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
observer,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,60.0,,,,,,,,,75.0,,,,,,,,,,,,,,,,,80,,80.0,,,,,70,,,,,,,,,,,,,70,,80.0,,,70,,,,,,,,,60,,70.0,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-mummy-demastered,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,79,,,,,80.0,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manifold-garden,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,80.0,,,,,,,,,80.0,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,80.0,,,,52,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bomber-crew,,,,,,,,,,60,,,,,,,,,80.0,,,,,,,,,,,,,,,,80,,,,,,74.0,,,,,,,,,,,,,,,,,80,,,,,80,,,,,,,,,,,,,82.0,,,,70.0,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,
coromon,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,70,,,,,85,,,,,,,,,,,,,,,,,,,,...,,,,80.0,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,70,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cattails,75.0,,,,,,,,,80,,,,,,,,,80.0,,,,75,70.0,50.0,70.0,,,,,,,,,,,,,,,82.0,,,,,,,,,,85.0,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angry-video-game-nerd-i-ii-deluxe,,,,,,85.0,85.0,,,,,80.0,,,,,,,80.0,,,80.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,80.0,,,50,,,,,,,,,,,80.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labyrinth-city-pierre-the-maze-detective,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,85.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figment,,,,,,,,,,,,,80.0,,,75.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,86.0,,,,,,,,,,60.0,,,,,,,70,,70.0,,,90,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blade-strangers,,,,,,70.0,,,,,,,70.0,,,,,70.0,,,,,,,80.0,70.0,,,,,,60.0,,,85,,,,,,70.0,,,,,,,,,,80.0,,,,,,,70,,70.0,,,,,,,,,,,,,,,,,,,,90.0,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,71.0,,,,,,,,,,,,,,,,,,,80,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yooka-laylee,,,,,,75.0,,,,70,,,80.0,,,,,,,,,,90,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,80,75,70.0,65,,,,,,,,,,,,70,,,78.0,87,,,70.0,,,60,,,,,,78.0,,67.0,82,,80.0,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cloud-gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,65,,,,,,,,,,,,,,,,,60.0,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
